,word,count
6353,pfv,29
6354,incentivo,29
6355,convide,29
6356,organizado,29
6357,#foramarcela,29
6358,acontecem,29
6359,tricolor,29
6360,assinatura,29
6361,demonstra,29
6362,inedito,29
6363,enchendo,29
6364,basicos,29
6365,namoro,29
6366,visite,29
6367,inglaterra,29
6368,studio,29
6369,jaja,29
6370,age,29
6371,#aquinaband,29
6372,33,29
6373,combinar,29
6374,camboriu,29
6375,#urbanart,29
6376,#graffitte,29
6377,#socialmeida,29
6378,chocolates,29
6379,armario,29
6380,2h,29
6381,demorou,29
6382,#rjtv,29
6383,#segunda,29
6384,recreio,29
6385,mendes,29
6386,criminosa,29
6387,lembrar:,29
6388,realizados,29
6389,@hejoficial,29
6390,percam,29
6391,descobriu,29
6392,comuns,29
6393,prejudicar,29
6394,animo,29
6395,inscrevam,29
6396,fisicos,29
6397,revolution,29
6398,levo,29
6399,epis,29
6400,movimentacao,29
6401,#ficaemcasasc,29
6402,aparentemente,29
6403,leste,29
6404,comigo!,29
6405,#pride,29
6406,#elevive,29
6407,william,29
6408,renascimento,29
6409,latina,29
6410,#sorrisowards,29
6411,#grupobandeirantes,29
6412,cesar,29
6413,rua..,29
6414,@therealroxette,29
6415,trancada,29
6416,pessimo,29
6417,baixem,29
6418,dezembro,29
6419,pretende,28
6420,santiago,28
6421,queimar,28
6422,cobra,28
6423,#bem,28
6424,imaginacao,28
6425,estariam,28
6426,ativos,28
6427,veem,28
6428,lugar!,28
6429,disso!,28
6430,servir,28
6431,usada,28
6432,familia..,28
6433,68,28
6434,espiritual,28
6435,aumentam,28
6436,micro,28
6437,fotografia,28
6438,atrapalha,28
6439,esqueceram,28
6440,resfriado,28
6441,jogou,28
6442,#quimica,28
6443,desastre,28
6444,aceitavel,28
6445,abastecimento,28
6446,lenda,28
6447,vulnerabilidade,28
6448,zumbi,28
6449,#vendas,28
6450,#sorriso,28
6451,prorrogou,28
6452,#forro,28
6453,#terror,28
6454,#boys,28
6455,#vaiterlivejem,28
6456,imunes,28
6457,#semprelivre!,28
6458,#exercicios,28
6459,propostas,28
6460,nacionais,28
6461,folga,28
6462,#ninguemapaganossaestrela,28
6463,@thestraycats,28
6464,apaga,28
6465,fotinha,28
6466,ligacoes,28
6467,@yesofficial,28
6468,comentando,28
6469,@timebrasil,28
6470,parecia,28
6471,demora,28
6472,pirar,28
6473,teorias,28
6474,instrucoes,28
6475,challenge,28
6476,musica!,28
6477,centros,28
6478,convida,28
6479,usp,28
6480,maravilha,28
6481,coletividade,28
6482,incerteza,28
6483,#regrann,28
6484,suja,28
6485,#piracicaba,28
6486,maravilhosos,28
6487,agradeca,28
6488,c:,28
6489,366,28
6490,estive,28
6491,tinta,28
6492,times,28
6493,restricao,28
6494,preocupe,28
6495,gravida,28
6496,exclusiva,28
6497,celebracao,28
6498,moreira,28
6499,#casal,28
6500,permaneco,28
6501,#quintaliberdadenosdv,28
6502,marcou,28
6503,quiserem,28
6504,36,28
6505,cientificos,28
6506,rennan,28
6507,iguacu,28
6508,temporariamente,28
6509,nego,28
6510,cesta,28
6511,disponibilizamos,28
6512,itau,28
6513,#foraflay,28
6514,#modafeminina,28
6515,59,28
6516,ele!,28
6517,obrigada!,28
6518,cometer,28
6519,inscricoes,28
6520,luta!,28
6521,#digital,28
6522,entregue,28
6523,#stopthespread,28
6524,#compredequemfaz,28
6525,#masks4all,28
6526,leis,28
6527,daquilo,28
6528,#mequedoencasa,28
6529,#juizdefora,28
6530,vire,28
6531,#sp2,28
6532,#bolsominions,28
6533,#bbbaeliminacao,28
6534,magnesio,28
6535,hang,28
6536,music,28
6537,habito,28
6538,#levantaramoral,28
6539,votacao,28
6540,superior,28
6541,sorvete,28
6542,rondonia,28
6543,protocolos,28
6544,#asfive,28
6545,#governosc,28
6546,guarde,28
6547,solidarios,28
6548,estude,28
6549,#carioca,28
6550,governar,28
6551,#noticia,28
6552,maneco,28
6553,internacao,28
6554,#3x3cbb,28
6555,recebido,28
6556,maluca,28
6557,musicais,28
6558,paulo-sp,28
6559,pouco!,28
6560,#man,28
6561,#390:,28
6562,midias,28
6563,#crossfit,28
6564,11h,28
6565,carreira,28
6566,@ettajames,28
6567,miliciano,28
6568,existencia,28
6569,#covid19nasocupacoes,28
6570,droga,28
6571,boa..,28
6572,friends,28
6573,@blondieofficial,28
6574,facebook:,28
6575,tiverem,28
6576,@nevesclaudia213,28
6577,diminui,28
6578,porrada,28
6579,pedaco,28
6580,#rnnaquarentena,28
6581,preferido,28
6582,biblioteca,28
6583,%,28
6584,pib,28
6585,@davidbowiereal,28
6586,transparencia,28
6587,#decor,28
6588,gp,28
6589,canalhas,28
6590,@thebeatles,28
6591,brisa,28
6592,continuidade,28
6593,torno,28
6594,protejam-se!,28
6595,entrevistas,28
6596,comparacao,28
6597,cancela,28
6598,autoestima,28
6599,ganancia,28
6600,arrombado,28
6601,lotada,28
6602,hehehe,28
6603,colorir,28
6604,41,28
6605,@greatwhiterocks,28
6606,divertida,28
6607,igtv,27
6608,morram,27
6609,salada,27
6610,sentado,27
6611,mundao,27
6612,testaram,27
6613,#sonoticiaboa,27
6614,previsto,27
6615,hahah,27
6616,fossem,27
6617,mentecapto,27
6618,#privacidade,27
6619,#paidemenina,27
6620,#webradio,27
6621,previna-se,27
6622,desobediencia,27
6623,mude,27
6624,gravando,27
6625,#cantora,27
6626,paraty,27
6627,#coragem,27
6628,cortes,27
6629,4:,27
6630,agradecendo,27
6631,batom,27
6632,mortas,27
6633,etc..,27
6634,#saiadoaperto,27
6635,qq,27
6636,#ajusticanaopara,27
6637,voar,27
6638,atuando,27
6639,alongamento,27
6640,argumento,27
6641,#sketch,27
6642,palmeiras,27
6643,acervo,27
6644,voluntario,27
6645,#escola,27
6646,04:,27
6647,skype,27
6648,#instadaily,27
6649,unicos,27
6650,prime,27
6651,#alagoas,27
6652,#quedateentucasa,27
6653,#voacorvo,27
6654,criminosos,27
6655,maquiar,27
6656,#mascaras,27
6657,causadas,27
6658,live?,27
6659,individuais,27
6660,confusao,27
6661,bicicleta,27
6662,cecilia,27
6663,participe!,27
6664,#igreja,27
6665,#obrasilvaipararsim,27
6666,#videos,27
6667,corra,27
6668,#aracaju,27
6669,organizando,27
6670,discursos,27
6671,podermos,27
6672,diqbem,27
6673,1918,27
6674,confirmou,27
6675,#trabalhador,27
6676,rica,27
6677,miojo,27
6678,one,27
6679,todos!!,27
6680,juliano,27
6681,parcial,27
6682,continuando,27
6683,renato,27
6684,center,27
6685,agende,27
6686,#privacy,27
6687,garota,27
6688,aprecie,27
6689,memorias,27
6690,bateria,27
6691,caminhos,27
6692,nojo,27
6693,bancada,27
6694,aguardo,27
6695,esperado,27
6696,6h,27
6697,#f1nogp,27
6698,domingou,27
6699,mineiro,27
6700,#mp927,27
6701,palhacada,27
6702,oremos,27
6703,ambientes,27
6704,sec,27
6705,meter,27
6706,augusto,27
6707,#consciencia,27
6708,#ad,27
6709,84,27
6710,dele!,27
6711,plantas,27
6712,#diqbem,27
6713,@profmoa,27
6714,palco,27
6715,escolheu,27
6716,comecem,27
6717,vozes,27
6718,ne!,27
6719,tinhamos,27
6720,obrigados,27
6721,arruma,27
6722,#fiqueseguro,27
6723,credibilidade,27
6724,itajai,27
6725,lido,27
6726,recebida,27
6727,tradicional,27
6728,abencoe!,27
6729,temas,27
6730,#juntos,27
6731,viveu,27
6732,organismo,27
6733,capazes,27
6734,fluminense,27
6735,s.o.s,27
6736,bebi,27
6737,gasolina,27
6738,diminuicao,27
6739,#espanha,27
6740,comprou,27
6741,reforcar:,27
6742,valido,27
6743,@ptbrasil,27
6744,reserva,27
6745,lago,27
6746,humildade,27
6747,nacao!,27
6748,park,27
6749,mainha,27
6750,entramos,27
6751,esquema,27
6752,podcasts,27
6753,@ferrugemoficial,27
6754,sexto,27
6755,#distanciamientosocial,27
6756,michael,27
6757,#rendaextra,27
6758,tambem..,27
6759,publicar,27
6760,#amoler,27
6761,#look,27
6762,essa?,27
6763,esconder,27
6764,passem,27
6765,causando,27
6766,sintoma,27
6767,colher,27
6768,#matheusekauanemcasa,27
6769,#empreendedor,27
6770,vence,27
6771,conversas,27
6772,#comedy,27
6773,#foryou,27
6774,desregulado,27
6775,londrina,27
6776,celulares,27
6777,agonia,27
6778,morador,27
6779,#inovacao,27
6780,democracia,27
6781,anime,27
6782,clubes,27
6783,setores,27
6784,utilize,27
6785,adolescentes,27
6786,resiste,27
6787,membros,27
6788,realizadas,27
6789,uai,27
6790,demitido,27
6791,insuficiencia,27
6792,criticas,27
6793,lados,27
6794,falso,27
6795,sogra,27
6796,lembrando:,27
6797,votos,27
6798,confirmar,27
6799,litoral,27
6800,boleto,27
6801,android,27
6802,bagulho,27
6803,#bear,27
6804,aquecer,27
6805,retornar,27
6806,del,27
6807,conectado,26
6808,conta!,26
6809,internada,26
6810,fode,26
6811,estudante,26
6812,forcado,26
6813,falaram,26
6814,daquelas,26
6815,caraca,26
6816,desista,26
6817,kd,26
6818,preferida,26
6819,superou,26
6820,semestre,26
6821,#desconto,26
6822,dead,26
6823,sirva,26
6824,famosa,26
6825,#poeta,26
6826,sabor,26
6827,respeitam,26
6828,#timedacidade,26
6829,processos,26
6830,#instacat,26
6831,@lucianohuck,26
6832,responda,26
6833,general,26
6834,anitta,26
6835,#diasmelhoresvirao,26
6836,#casamento,26
6837,barato,26
6838,#influencer,26
6839,transportes,26
6840,71,26
6841,#professor,26
6842,#instapic,26
6843,lopes,26
6844,providencias,26
6845,#stayathomesavelives,26
6846,pular,26
6847,traga,26
6848,usou,26
6849,@programapanico,26
6850,interessa,26
6851,fumar,26
6852,plana,26
6853,houvesse,26
6854,salvacao,26
6855,#ensinodequimica,26
6856,#coronavirus!,26
6857,levado,26
6858,recebem,26
6859,#vergonha,26
6860,exceto,26
6861,basquete,26
6862,operadoras,26
6863,vergonha!,26
6864,#nutricao,26
6865,coerencia,26
6866,#gilbuespi,26
6867,@acmneto,26
6868,defenda,26
6869,preste,26
6870,datena,26
6871,confiaveis,26
6872,fases,26
6873,#desde1982,26
6874,#ccpa,26
6875,contribuindo,26
6876,atracoes,26
6877,sobrinha,26
6878,#pintura,26
6879,#gilbues,26
6880,atuam,26
6881,marcas,26
6882,leves,26
6883,que:,26
6884,vazios,26
6885,chupa,26
6886,tinder,26
6887,chef,26
6888,ordens,26
6889,#unidospelamusica,26
6890,luciano,26
6891,distracao,26
6892,chaves,26
6893,gt;gt;gt;,26
6894,direitinho,26
6895,habilidades,26
6896,emocoes,26
6897,drinks,26
6898,#pesquisa,26
6899,orando,26
6900,#bozolixo,26
6901,castigo,26
6902,migos,26
6903,babaca,26
6904,participa,26
6905,sombra,26
6906,travesseiro,26
6907,claras,26
6908,como:,26
6909,#youtubers,26
6910,loja:,26
6911,#bolsonaromentiroso,26
6912,#copa2002,26
6913,luiza,26
6914,convivencia,26
6915,descobre,26
6916,afastado,26
6917,lencol,26
6918,bastidores,26
6919,retiro,26
6920,#uberlandia,26
6921,precaucoes,26
6922,resultado:,26
6923,vencermos,26
6924,#pic,26
6925,#sustentai,26
6926,maravilhosa!,26
6927,walking,26
6928,semelhante,26
6929,surtado,26
6930,expoe,26
6931,mago,26
6932,transmitido,26
6933,documentarios,26
6934,pingo,26
6935,macarrao,26
6936,2015,26
6937,@ivetesangalo,26
6938,bobeira,26
6939,#advocacia,26
6940,quadrinhos,26
6941,orelha,26
6942,covas,26
6943,disputa,26
6944,explosao,26
6945,#sdvtodos,26
6946,cel,26
6947,retirada,26
6948,ocupacao,26
6949,bebes,26
6950,filhas,26
6951,trabalhei,26
6952,nd,26
6953,ladrao,26
6954,espanhol,26
6955,82,26
6956,#band,26
6957,#abril,26
6958,204,26
6959,pets,26
6960,20:00,26
6961,tpm,26
6962,#imunologia,26
6963,mentiroso,26
6964,1x,26
6965,fiocruz,26
6966,dinheiro!,26
6967,obs.:,26
6968,preparada,26
6969,#dieta,26
6970,wi-fi,26
6971,mourao,26
6972,eliminado,26
6973,merdas,26
6974,fatura,26
6975,ne!?,26
6976,@claudialeitte,26
6977,61,26
6978,chamo,26
6979,lembrete,26
6980,#todoscontraocorona,26
6981,marechal,26
6982,@hbo,26
6983,endereco:,26
6984,animada,26
6985,quebrou,26
6986,feiras,26
6987,#administracao,26
6988,recente,26
6989,proibe,26
6990,hit,26
6991,choque,26
6992,#finaestampa,26
6993,@brasil247,26
6994,927,26
6995,decada,26
6996,#covid19:,26
6997,#kids,26
6998,#bolsovirus,26
6999,#souquimico,26
7000,emocionar,26
7001,linhas,26
7002,#poemas,26
7003,pasta,26
7004,revendo,26
7005,gente:,26
7006,#biscoitolgbtq,26
7007,#doacao,26
7008,#foramandetta,26
7009,fire,26
7010,neymar,26
7011,malafaia,26
7012,#cotia,26
7013,hj?,26
7014,#estamosca,26
7015,bandido,26
7016,#alertanacional,26
7017,#blackandwhite,26
7018,social..,26
7019,#staysafestayhome,26
7020,cervejas,26
7021,prudente,26
7022,sair!,26
7023,imperdivel,26
7024,percebeu,26
7025,@corinthians,26
7026,premium,26
7027,publicacoes,26
7028,exponencial,26
7029,#diy,26
7030,mello,26
7031,sossega,26
7032,@fmourabrasil,26
7033,sabiam,26
7034,||,26
7035,para!,26
7036,logo!,26
7037,19h30,26
7038,#soundcloud,26
7039,nascimento,26
7040,razoes,26
7041,sacanagem,25
7042,remotas,25
7043,dificil!,25
7044,#presente,25
7045,667,25
7046,escreva,25
7047,distribuicao,25
7048,#sexta,25
7049,#quartafeira,25
7050,vossa,25
7051,resiliencia,25
7052,fatores,25
7053,gastos,25
7054,publicada,25
7055,ciencia!,25
7056,aleluia,25
7057,algodao,25
7058,arcuri,25
7059,#farmacologia,25
7060,aguarde,25
7061,adaptando,25
7062,#hitz,25
7063,#newprofilepic,25
7064,coleta,25
7065,culpar,25
7066,alertando,25
7067,vem!,25
7068,diz:,25
7069,chamadas,25
7070,odeia,25
7071,previdencia,25
7072,sims,25
7073,#homeschooling,25
7074,#df,25
7075,inconsequente,25
7076,#florianopolis,25
7077,pertinho,25
7078,bradesco,25
7079,#louco,25
7080,criativo,25
7081,@pyongleetv,25
7082,@sbtonline,25
7083,prorrogar,25
7084,tais,25
7085,criativa,25
7086,bonus,25
7087,@allantercalivre,25
7088,liguei,25
7089,ponte,25
7090,bocal,25
7091,online:,25
7092,#filosofia,25
7093,potencial,25
7094,obedece,25
7095,cearense,25
7096,colapsar,25
7097,crise!,25
7098,lutem,25
7099,box,25
7100,#instadog,25
7101,expressar,25
7102,aventuras,25
7103,#mascaradetecido,25
7104,553,25
7105,assusta,25
7106,falas,25
7107,didatico,25
7108,religioso,25
7109,contribua,25
7110,excelencia,25
7111,eficiencia,25
7112,oleo,25
7113,#sinco,25
7114,nisso!,25
7115,barzinho,25
7116,criticando,25
7117,triste!,25
7118,pirando,25
7119,esperava,25
7120,"4,8",25
7121,cansa,25
7122,caiado,25
7123,escolar,25
7124,deviam,25
7125,#rainhaloucasembic,25
7126,buraco,25
7127,@djpedrosampaio,25
7128,salao,25
7129,riqueza,25
7130,volei,25
7131,mina,25
7132,bacon,25
7133,termino,25
7134,sessoes,25
7135,#secuidem,25
7136,80%,25
7137,teclado,25
7138,#itapevi,25
7139,normas,25
7140,todo!,25
7141,oferta,25
7142,saira,25
7143,pacaembu,25
7144,vibe,25
7145,assassino,25
7146,atravessar,25
7147,solidaria,25
7148,#comportamento,25
7149,reflita,25
7150,#foragabi,25
7151,@governopara,25
7152,#teresina,25
7153,criadores,25
7154,percebo,25
7155,bio!,25
7156,#alimentacao,25
7157,cuide!,25
7158,cascavel,25
7159,#obrasiltemqueparar,25
7160,reforcando,25
7161,#lookdodia,25
7162,descumprimento,25
7163,#dataprivacy,25
7164,fzr,25
7165,repasse,25
7166,ocupa,25
7167,obrigatorio,25
7168,inscrever,25
7169,@who,25
7170,#guarulhoserubronegra,25
7171,#dogs,25
7172,braga,25
7173,pensava,25
7174,#poema,25
7175,furar,25
7176,amiguinhos,25
7177,#mascaradeprotecao,25
7178,coloquem,25
7179,votado,25
7180,datafolha,25
7181,informativo,25
7182,bebada,25
7183,#filho,25
7184,batalha!,25
7185,#social,25
7186,participando,25
7187,divulgou,25
7188,xingar,25
7189,fatal,25
7190,reflexo,25
7191,#seproteja,25
7192,#tempo,25
7193,@oglobopolitica,25
7194,daria,25
7195,mas..,25
7196,liquido,25
7197,reviver,25
7198,blz,25
7199,#amo,25
7200,rolo,25
7201,informou,25
7202,treininho,25
7203,30%,25
7204,liberando,25
7205,#terapia,25
7206,@detremura,25
7207,brincadeira!,25
7208,#informeblumenau,25
7209,mascara!,25
7210,#dataprotection,25
7211,calcinha,25
7212,#rs,25
7213,aparecendo,25
7214,estabelecimento,25
7215,imaginava,25
7216,#nagaragem,25
7217,covarde,25
7218,tristes,25
7219,corona!,25
7220,esquecido,25
7221,divina,25
7222,ventilador,25
7223,40%,25
7224,#flay,25
7225,pergunta:,25
7226,tem!,25
7227,sua!,25
7228,#bbbb2o20,25
7229,#ecommerce,25
7230,liguem,25
7231,burros,25
7232,videogame,25
7233,loko,25
7234,desumano,25
7235,modalidade,25
7236,sobrevivendo,25
7237,#rafa,25
7238,esquecendo,25
7239,#linda,25
7240,perspectiva,25
7241,ganham,25
7242,calcadao,25
7243,jeans,25
7244,@biakicis,25
7245,critiquei,25
7246,custar,25
7247,mandam,25
7248,guilherme,25
7249,#surtando,25
7250,disseminar,25
7251,seguranca!,25
7252,#ceu,25
7253,credito:,25
7254,ego,25
7255,relacionamentos,25
7256,bilhao,25
7257,primeiramente,25
7258,viaje,25
7259,messi,25
7260,conhecimentos,25
7261,acabar!,25
7262,transmite,25
7263,amo!,25
7264,#alerta,25
7265,#lua,25
7266,qd,25
7267,#stayathomeorder,25
7268,recessao,25
7269,drogas,25
7270,mosquito,25
7271,sentem,25
7272,ah!,25
7273,#atendimento,25
7274,realizacao,25
7275,#twitterbloqueiaolvadecarvalho,25
7276,cancer,25
7277,fifa,25
7278,alcancar,25
7279,proibicao,25
7280,55,25
7281,tentam,25
7282,circula,25
7283,cagar,25
7284,amanhecer,24
7285,avioes,24
7286,merenda,24
7287,correntes,24
7288,#ajude,24
7289,#wine,24
7290,grita,24
7291,10:,24
7292,dormiu,24
7293,redentor,24
7294,armas,24
7295,#google,24
7296,loucas,24
7297,protegida,24
7298,lipa,24
7299,sugere,24
7300,curtam,24
7301,animado,24
7302,intensivo,24
7303,companheiros,24
7304,comidas,24
7305,99,24
7306,#tudovaificarbem,24
7307,#altashoras,24
7308,#danceemcasa,24
7309,disso?,24
7310,prometo,24
7311,49,24
7312,conferencia,24
7313,#issoaglobonaomostra,24
7314,#vdc,24
7315,produzido,24
7316,indireta,24
7317,faz!,24
7318,#djlife,24
7319,@luciano,24
7320,#timebrasil,24
7321,privada,24
7322,#vaidartudocerto,24
7323,#quartaliberdadenosdv,24
7324,foz,24
7325,#waste,24
7326,nunca!,24
7327,analises,24
7328,culturais,24
7329,#cultoonline,24
7330,ido,24
7331,disponibilizar,24
7332,@govrj,24
7333,interessantes,24
7334,concluido,24
7335,publica!,24
7336,hora!,24
7337,astral,24
7338,diagnosticado,24
7339,limpe,24
7340,atualizacoes,24
7341,jogo!,24
7342,adesao,24
7343,ocorrendo,24
7344,nasce,24
7345,2014,24
7346,@alefrota77,24
7347,gabriela,24
7348,jo,24
7349,rebanho,24
7350,#cursosonline,24
7351,bloqueio,24
7352,bandas,24
7353,estender,24
7354,motorista,24
7355,aplaudir,24
7356,camiseta,24
7357,#engracado,24
7358,rapidez,24
7359,respiratorias,24
7360,soco,24
7361,2x,24
7362,ribeirinhas,24
7363,divida,24
7364,#querentena,24
7365,afeta,24
7366,@turmadopagode,24
7367,africa,24
7368,acaso,24
7369,good,24
7370,confinamento:,24
7371,melhora,24
7372,#dogsofinstagram,24
7373,#medceltalks,24
7374,borges,24
7375,#top,24
7376,#lavieestbelle,24
7377,#para,24
7378,#unimedriopreto,24
7379,governa,24
7380,faz?,24
7381,jeitinho,24
7382,pfvr,24
7383,#todoscontracoronavirus,24
7384,conforte,24
7385,mores,24
7386,#aulasonline,24
7387,psicopata,24
7388,isolamento..,24
7389,israel,24
7390,psicologicamente,24
7391,#mae,24
7392,causado,24
7393,tempo:,24
7394,convidamos,24
7395,humilde,24
7396,voce:,24
7397,abram,24
7398,monitorar,24
7399,condicionado,24
7400,sujo,24
7401,lamento,24
7402,reality,24
7403,errou,24
7404,doer,24
7405,sertaneja,24
7406,forca!,24
7407,#confinado,24
7408,determinou,24
7409,now,24
7410,tema:,24
7411,#livrosemaislivros,24
7412,colo,24
7413,bbb20,24
7414,orienta,24
7415,empregada,24
7416,torcedores,24
7417,alivio,24
7418,#joinville,24
7419,#fiqueemcasa..,24
7420,tchau,24
7421,sla,24
7422,lasanha,24
7423,atualizada,24
7424,ronaldinho,24
7425,biroliro,24
7426,#relax,24
7427,ruas!,24
7428,#calabocabolsonaro,24
7429,@micheltelo,24
7430,mantermos,24
7431,#equilibrio,24
7432,epi,24
7433,fofa,24
7434,ocorreu,24
7435,#desabafo,24
7436,partidas,24
7437,botei,24
7438,#cnntodosjuntos,24
7439,aguardam,24
7440,#chinavirus,24
7441,corta,24
7442,@lobaoeletrico,24
7443,consumir,24
7444,consultoria,24
7445,#sketchbook,24
7446,#xbox,24
7447,divino,24
7448,itu,24
7449,#multishow,24
7450,pagos,24
7451,torres,24
7452,bala,24
7453,#poa,24
7454,paginas,24
7455,#beauty,24
7456,club,24
7457,chinelo,24
7458,estrada,24
7459,tribunal,24
7460,comissao,24
7461,cego,24
7462,carinha,24
7463,#isolamento?,24
7464,#costuracriativa,24
7465,pagodinho,24
7466,bora?,24
7467,#throwbackthursday,24
7468,segurando,24
7469,demonstrar,24
7470,senha,24
7471,ligada,24
7472,kits,24
7473,fabrica,24
7474,parando,24
7475,comunitaria,24
7476,denuncia,24
7477,#dendicasa,24
7478,sra,24
7479,teimoso,24
7480,@bbcbrasil,24
7481,#edecasa,24
7482,bolsonero,24
7483,fernanda,24
7484,all,24
7485,#trump,24
7486,#conexaotuita,24
7487,reze,24
7488,...e,24
7489,conhecida,24
7490,trabalharem,24
7491,macho,24
7492,#personaldata,24
7493,destaques,24
7494,@manugavassi,24
7495,cameras,24
7496,fi,24
7497,j,24
7498,nacoes,24
7499,definir,24
7500,$,24
7501,sextar,24
7502,43,24
7503,deusa,24
7504,#jandira,24
7505,documentos,24
7506,velorio,24
7507,encomenda,24
7508,explodir,24
7509,18:00,24
7510,criada,24
7511,reunindo,24
7512,fada,24
7513,privados,24
7514,medicamentos,24
7515,coisa..,24
7516,dentes,24
7517,imunologico,24
7518,ios,24
7519,moleque,24
7520,@brahmacerveja,24
7521,netos,24
7522,nucleo,23
7523,pagou,23
7524,fatais,23
7525,ipanema,23
7526,#nostalgia,23
7527,#psl,23
7528,#livebrunoemarrone,23
7529,ops,23
7530,#gratis,23
7531,melhores!,23
7532,#gizelly,23
7533,falsos,23
7534,#jorgeematheus,23
7535,movel,23
7536,afeto,23
7537,indico,23
7538,irresponsavel!,23
7539,obedecendo,23
7540,hungria,23
7541,azambuja,23
7542,#dengue,23
7543,aeroporto,23
7544,cavalo,23
7545,presidente?,23
7546,afrouxar,23
7547,#fotos,23
7548,#almoco,23
7549,alguem?,23
7550,#nowplaying,23
7551,bairro:,23
7552,#artesanato,23
7553,puto,23
7554,#dentrodecasa,23
7555,morte!,23
7556,robo,23
7557,advogado,23
7558,ai:,23
7559,foque,23
7560,viciado,23
7561,#desenhos,23
7562,surtei,23
7563,rendendo,23
7564,encarar,23
7565,fome!,23
7566,melhoras,23
7567,#bolo,23
7568,fatima,23
7569,contos,23
7570,trabalhadora,23
7571,sairam,23
7572,tabela,23
7573,kkkkkkkkkkkkkkk,23
7574,ajuda!,23
7575,#photographer,23
7576,araraquara,23
7577,arthur,23
7578,estranha,23
7579,notificacao,23
7580,626,23
7581,crescente,23
7582,flavio,23
7583,bebidas,23
7584,sincero,23
7585,evangelicos,23
7586,luzes,23
7587,#babucampeao,23
7588,parcela,23
7589,#pvnecessario,23
7590,perceberam,23
7591,@luansantana,23
7592,hein?!,23
7593,tweets,23
7594,flexibilizacao,23
7595,tbm!,23
7596,alertar,23
7597,ideia!,23
7598,barros,23
7599,descendo,23
7600,setembro,23
7601,gente!!!,23
7602,determinacoes,23
7603,questionar,23
7604,arquivo,23
7605,491,23
7606,exterior,23
7607,@belemtransito,23
7608,semelhanca,23
7609,afetar,23
7610,#batman,23
7611,quarentenando,23
7612,"1,5",23
7613,tmj,23
7614,rapidinho,23
7615,estariamos,23
7616,fudeu,23
7617,#segundafeira,23
7618,7h,23
7619,perguntou,23
7620,apertar,23
7621,todinho,23
7622,@pmscoficial,23
7623,enxerga,23
7624,eu!,23
7625,@governodabahia,23
7626,#livedopericao,23
7627,falencia,23
7628,sair?,23
7629,julia,23
7630,furando,23
7631,pessima,23
7632,jem,23
7633,#jogo,23
7634,#trabalheemcasa,23
7635,topo,23
7636,identificar,23
7637,parodia,23
7638,apagar,23
7639,provisoria,23
7640,cardi,23
7641,secretarias,23
7642,desesperado,23
7643,#matchlgbtq,23
7644,stream,23
7645,morrer!,23
7646,tende,23
7647,desrespeito,23
7648,919,23
7649,expansao,23
7650,21:30,23
7651,enquete,23
7652,recentes,23
7653,otimista,23
7654,#ferrugem,23
7655,#singer,23
7656,descobrimos,23
7657,creditos,23
7658,demorando,23
7659,#mileide,23
7660,friozinho,23
7661,pedida,23
7662,anna,23
7663,arrumo,23
7664,gravei,23
7665,bauru,23
7666,sucessos,23
7667,isoladas,23
7668,criador,23
7669,#aquivaleapena,23
7670,relembrando,23
7671,brilho,23
7672,alho,23
7673,companheira,23
7674,wpp,23
7675,prorrogacao,23
7676,sucesso!,23
7677,reconhece,23
7678,junta,23
7679,fugindo,23
7680,digam,23
7681,encontrou,23
7682,levantei,23
7683,descoberta,23
7684,motivacao,23
7685,autoria,23
7686,eterna,23
7687,figura,23
7688,atores,23
7689,incompetencia,23
7690,#jogusdaquarntena,23
7691,old,23
7692,#amorproprio,23
7693,#mascaraparatodos,23
7694,cancelamento,23
7695,gripezinha?,23
7696,assine,23
7697,cigarro,23
7698,#vidabesta,23
7699,essencia,23
7700,avaliacao,23
7701,torce,23
7702,consequentemente,23
7703,templos,23
7704,moraes,23
7705,#sextafeira,23
7706,#atriz,23
7707,preconceito,23
7708,amanheceu,23
7709,@geanloureiro,23
7710,multidao,23
7711,fascista,23
7712,apice,23
7713,#quintou,23
7714,emergenciais,23
7715,#globomentirosa,23
7716,barbara,23
7717,tios,23
7718,paris,23
7719,sobrevive,23
7720,stress,23
7721,vai!,23
7722,refeicoes,23
7723,desafie,23
7724,reunimos,23
7725,nasci,23
7726,urbana,23
7727,assumir,23
7728,anota,23
7729,legumes,23
7730,albert,23
7731,#pronuncia,23
7732,carrao,23
7733,lavagem,23
7734,influencia,23
7735,#sptv1,23
7736,sal,23
7737,prudencia,23
7738,escritorios,23
7739,lavo,23
7740,corrupcao,23
7741,urgentemente,23
7742,#backpackers,23
7743,recheado,23
7744,#pretoebranco,23
7745,pia,23
7746,materias,23
7747,paramos,23
7748,felizmente,23
7749,acabado,23
7750,ex-presidente,23
7751,requer,23
7752,aproveitou,23
7753,pariu,23
7754,primeiro-ministro,23
7755,artigos,23
7756,#governogenocida,23
7757,financas,23
7758,favoritos,23
7759,defensores,23
7760,terminou,23
7761,circunstancias,23
7762,revertida,23
7763,liberados,23
7764,infinito,23
7765,#parabens,23
7766,#rondonia,23
7767,postam,23
7768,cachorra,23
7769,#skate,23
7770,recebo,23
7771,conceicao,23
7772,franco,23
7773,#dia2,23
7774,kkkkkkkkkkkkkk,23
7775,contexto,23
7776,estacoes,23
7777,seixas,23
7778,frase:,23
